COUNTRY,YEAR,SEX,circulatory_diseases,youth_unemployment_rate,gross_national_income,unemployment_rate,regular_daily_smokers,average_fruit_vegtable_ppd,fat_available_ppd,adult_overweight,self_injury,average_number_of_calories_available_per_person_per_day,total_hospital_beds,Ischaemic_heart_diseas,life_expectancy,alcahol_consumption_liter_per_capita,protein_ppd
Denmark,2015.0,ALL,933.23,12.11,60510.0,4.5,17.0,151.4,131.42,44.76,0.58,3342.0,14380.0,8.34,81.03,9.42,109.56
Spain,1993.0,ALL,1970.51,42.2,15010.0,22.7,32.1,281.01,144.68,51.5,0.93,3308.0,158944.0,20.03,77.74,11.67,108.24
Spain,1995.0,ALL,1836.73,41.81,14830.0,22.9,33.7,240.12,141.04,52.28,0.85,3217.0,154644.0,18.94,78.1,11.09,107.7
Spain,1997.0,ALL,1741.85,39.03,15820.0,20.8,33.2,274.56,146.08,53.14,0.82,3302.0,151345.0,18.48,78.71,11.69,108.59
Spain,2001.0,ALL,1450.16,20.71,15540.0,10.6,31.7,266.59,152.63,54.81,0.94,3332.0,146369.0,16.26,79.8,12.01,112.82
Spain,2003.0,ALL,1433.3,22.33,18080.0,11.5,28.1,261.63,149.34,55.47,0.97,3297.0,144916.0,15.52,79.78,11.04,113.76
Spain,2006.0,ALL,1199.31,17.93,27850.0,8.45,26.4,254.63,144.94,55.98,0.79,3227.0,146241.0,13.71,81.21,11.86,110.17
Spain,2009.0,ALL,1083.57,37.79,32560.0,17.86,26.16,234.95,144.28,55.71,0.68,3205.0,146310.0,11.72,81.91,9.99,108.02
Spain,2011.0,ALL,1006.2,46.21,31020.0,21.39,23.95,197.98,143.96,55.07,0.69,3188.0,142640.0,10.52,82.45,8.74,105.6
Spain,2014.0,ALL,893.43,53.17,29140.0,24.44,22.98,210.13,141.43,53.73,0.62,3163.0,137938.0,10.25,83.35,7.85,104.84
Estonia,2000.0,ALL,3851.18,21.11,4170.0,14.6,30.3,152.32,86.54,47.13,12.48,3050.0,9828.0,75.62,71.3,9.03,88.97
Estonia,2002.0,ALL,3812.55,20.2,4620.0,11.2,28.3,149.93,99.06,48.37,11.14,3043.0,8248.0,74.09,71.52,12.16,92.37
Estonia,2004.0,ALL,3560.22,25.61,7500.0,10.1,32.8,159.01,97.83,49.62,7.6,3080.0,7690.0,65.06,72.5,15.52,84.91
Estonia,2006.0,ALL,3356.48,12.11,11500.0,5.9,27.8,147.6,94.98,50.79,7.03,3203.0,7476.0,54.36,73.28,17.87,93.64
Estonia,2008.0,ALL,3167.24,12.02,15190.0,5.5,26.2,179.39,93.83,51.84,6.35,3313.0,7530.0,45.69,74.44,16.61,100.68
Estonia,2010.0,ALL,2945.87,32.91,14580.0,16.7,26.2,157.97,91.96,52.74,4.35,3305.0,7022.0,39.14,76.11,14.97,98.43
Estonia,2012.0,ALL,2628.78,20.87,16760.0,10.0,26.0,153.05,93.83,53.53,4.79,3223.0,7309.0,33.39,76.75,16.96,96.48
Estonia,2014.0,ALL,2451.31,14.98,18880.0,7.4,22.1,167.84,106.64,54.27,2.95,3210.0,6584.0,29.61,77.47,17.29,100.22
Finland,1993.0,ALL,2846.54,30.79,20680.0,16.3,24.0,134.79,125.21,48.41,3.18,3038.0,41807.0,49.38,75.99,8.39,91.97
Finland,1994.0,ALL,2591.29,31.15,20170.0,16.6,23.0,148.15,121.9,48.9,3.17,2989.0,41695.0,46.41,76.79,8.16,94.92
Finland,1995.0,ALL,2624.02,40.82,22030.0,15.4,24.0,117.54,127.91,49.39,2.88,3031.0,41483.0,44.23,76.75,8.31,97.7
Finland,1996.0,ALL,2403.82,41.19,24970.0,14.6,22.0,139.95,124.17,49.88,3.29,3017.0,41591.0,41.88,77.05,8.24,99.1
Finland,1997.0,ALL,2320.28,35.22,26680.0,12.7,24.0,144.06,129.98,50.36,2.64,3150.0,40586.0,38.28,77.24,8.56,101.55
Finland,1998.0,ALL,2253.6,34.4,25820.0,11.4,25.0,135.49,133.7,50.82,2.32,3177.0,40055.0,38.09,77.47,8.6,102.9
Finland,1999.0,ALL,2215.29,29.84,26050.0,10.2,23.0,157.68,128.07,51.27,2.67,3173.0,39285.0,36.09,77.63,8.62,101.09
Finland,2000.0,ALL,2149.31,29.67,26480.0,9.8,23.0,153.29,122.94,51.69,2.59,3151.0,39027.03,37.27,77.87,8.88,101.17
Finland,2001.0,ALL,2066.81,27.76,25850.0,9.1,24.0,160.95,126.5,52.07,2.85,3171.0,38715.09,31.07,78.35,8.94,102.25
Finland,2002.0,ALL,2056.51,29.43,25620.0,9.1,23.4,155.7,127.48,52.42,2.57,3152.0,38231.8,30.59,78.46,9.25,102.13
Finland,2003.0,ALL,1962.26,28.87,28800.0,9.0,22.2,164.41,125.98,52.75,1.84,3154.0,37759.31,30.83,78.71,9.31,104.3
Finland,2004.0,ALL,1814.36,28.34,35380.0,8.8,23.0,171.03,126.07,53.04,2.42,3188.0,37116.7,29.68,78.98,9.89,105.31
Finland,2005.0,ALL,1779.21,19.97,40230.0,8.4,22.0,173.07,127.53,53.3,1.96,3201.0,37000.28,27.36,79.35,9.95,105.97
Finland,2006.0,ALL,1731.6,18.62,42840.0,7.7,21.0,164.43,129.1,53.53,1.94,3237.0,36793.36,26.04,79.67,10.15,108.12
Finland,2007.0,ALL,1711.16,16.42,46190.0,6.9,20.0,172.62,131.66,53.73,2.15,3281.0,35609.07,25.33,79.7,10.45,110.48
Finland,2008.0,ALL,1655.21,16.34,50160.0,6.4,20.0,165.63,131.69,53.88,2.21,3236.0,34900.45,24.2,80.03,10.26,111.77
Finland,2009.0,ALL,1619.55,21.38,48950.0,8.2,18.0,174.5,131.09,54.01,1.9,3233.0,33379.69,22.23,80.18,9.96,109.87
Finland,2010.0,ALL,1581.57,21.26,49750.0,8.4,18.0,135.16,133.26,54.1,1.88,3243.0,31396.19,21.85,80.34,9.72,112.17
Finland,2011.0,ALL,1510.68,19.92,50260.0,7.8,17.0,145.51,137.68,54.18,1.86,3265.0,29751.23,21.29,80.76,9.81,113.87
Finland,2012.0,ALL,1485.31,18.85,48970.0,7.7,16.0,142.79,141.28,54.24,1.36,3327.0,28684.98,19.02,80.83,9.27,116.04
Finland,2013.0,ALL,1400.45,19.78,49510.0,8.2,18.0,145.72,141.37,54.31,1.47,3305.0,26499.49,17.34,81.24,9.08,116.37
Finland,2014.0,ALL,1362.99,20.4,49420.0,8.7,17.0,151.97,142.06,54.38,1.45,3320.0,24740.91,17.03,81.35,8.76,118.01
France,2000.0,ALL,1261.87,20.52,24990.0,8.5,27.0,206.8,169.87,41.47,0.85,3605.0,484279.0,12.0,79.34,13.92,117.45
France,2002.0,ALL,1212.82,18.88,23150.0,7.9,25.9,210.27,171.12,41.55,0.8,3656.0,475431.0,11.03,79.54,13.92,118.87
France,2003.0,ALL,1218.14,17.2,26000.0,8.5,25.4,202.99,168.41,41.55,0.74,3587.0,468418.0,10.78,79.44,13.45,116.25
France,2005.0,ALL,1080.6,20.18,35920.0,8.9,27.1,216.29,162.9,41.42,0.71,3538.0,455175.0,9.8,80.48,12.88,111.29
France,2010.0,ALL,846.42,22.44,43970.0,9.3,29.7,176.77,162.68,40.13,0.64,3527.0,416710.0,8.14,81.97,12.3,112.42
France,2014.0,ALL,721.43,24.17,43340.0,9.9,28.6,175.02,149.3,38.26,0.45,3411.0,410921.0,6.99,83.14,12.07,107.14
Greece,2009.0,ALL,1848.64,25.55,29420.0,9.6,31.9,392.16,153.86,58.65,1.33,3505.0,54704.0,28.85,80.34,8.32,113.27
Greece,2014.0,ALL,1356.33,52.32,22010.0,26.5,27.3,271.38,152.15,59.84,0.97,3439.0,46160.0,24.52,81.56,7.06,109.06
Croatia,2000.0,ALL,4438.28,41.6,5260.0,21.1,30.3,181.65,80.92,50.19,2.62,2556.0,26955.0,39.87,72.99,13.24,66.69
Croatia,2003.0,ALL,3830.69,35.54,6730.0,19.2,27.4,193.27,88.53,52.16,1.54,2868.0,24927.0,39.03,74.73,12.99,75.65
Croatia,2014.0,ALL,2406.6,45.53,13500.0,17.3,27.5,139.65,108.19,59.32,0.8,2977.0,25036.0,28.6,78.0,9.5,84.79
Hungary,2000.0,ALL,3883.29,12.3,4620.0,6.4,30.2,180.98,134.52,51.54,2.53,3172.0,83271.0,65.57,71.49,12.23,91.15
Hungary,2003.0,ALL,3637.86,12.83,6630.0,5.9,30.4,183.64,129.19,53.07,1.87,3061.0,79976.0,59.31,72.59,13.24,87.27
Hungary,2009.0,ALL,2985.25,26.38,13420.0,9.7,26.5,187.28,136.72,56.13,1.32,3140.0,71600.0,53.02,74.45,11.52,85.1
Hungary,2014.0,ALL,2740.79,20.34,13560.0,7.5,25.8,159.73,138.09,58.38,0.8,3110.0,68910.0,44.33,76.02,10.92,83.05
Ireland,1991.0,ALL,3004.18,22.47,13130.0,19.0,28.0,139.44,131.85,50.89,0.65,3577.0,28090.0,60.9,75.03,12.2,115.34
Ireland,1992.0,ALL,2916.37,22.04,14440.0,15.1,30.0,145.13,131.84,51.73,0.8,3621.0,27096.0,55.72,75.45,12.51,112.86
Ireland,1993.0,ALL,2955.81,24.12,14600.0,16.7,28.0,146.58,122.29,52.57,0.67,3530.0,25868.0,59.03,75.33,12.34,109.79
Ireland,1994.0,ALL,2886.45,22.2,15480.0,15.1,29.0,147.86,128.38,53.38,0.7,3575.0,25353.0,53.69,75.78,12.67,106.46
Ireland,1995.0,ALL,2869.43,18.25,16920.0,14.1,29.0,127.58,126.34,54.19,0.76,3510.0,25168.0,52.1,75.48,12.86,106.84
Ireland,1998.0,ALL,2541.49,11.08,21430.0,7.4,33.0,138.07,140.11,56.5,1.06,3678.0,23735.0,44.3,76.24,14.44,114.54
Ireland,2002.0,ALL,2102.89,7.49,24920.0,4.4,27.0,191.16,133.88,59.18,1.02,3583.0,22732.0,31.46,77.75,13.95,116.64
Ireland,2004.0,ALL,1811.51,8.01,37840.0,4.5,23.9,195.86,134.5,60.27,0.56,3573.0,22961.0,26.74,78.69,13.11,116.96
Ireland,2005.0,ALL,1682.81,8.23,44640.0,4.4,23.9,183.42,134.12,60.77,0.89,3485.0,22711.0,23.87,79.2,13.06,113.03
Ireland,2006.0,ALL,1626.98,8.27,47950.0,4.8,24.7,191.93,125.44,61.22,0.91,3503.0,22472.0,21.46,79.4,13.12,114.19
Ireland,2007.0,ALL,1592.0,9.2,50530.0,5.0,29.0,221.24,129.49,61.61,1.02,3532.0,22421.0,24.3,79.77,13.17,111.61
Ireland,2008.0,ALL,1547.36,13.59,50940.0,6.0,27.0,237.7,133.24,61.94,0.85,3582.0,21789.0,20.43,79.98,12.18,112.3
Italy,1993.0,ALL,2251.36,30.23,21590.0,10.1,25.7,298.33,144.4,46.05,1.65,3473.0,380420.0,22.09,77.7,10.27,107.71
Italy,1994.0,ALL,2203.27,31.9,20860.0,10.61,25.4,302.27,147.07,46.15,1.49,3489.0,373408.0,21.27,77.92,10.12,108.08
Italy,1995.0,ALL,2151.52,33.6,20670.0,11.17,25.6,297.11,146.75,46.29,1.42,3508.0,356242.0,20.03,78.17,9.62,107.48
Italy,1996.0,ALL,2044.13,34.88,21830.0,11.17,26.4,307.22,148.71,46.47,1.37,3567.0,372352.0,19.06,78.56,9.13,110.45
Italy,1997.0,ALL,2016.59,34.74,22300.0,11.25,25.2,296.21,149.75,46.68,1.17,3582.0,334613.0,18.36,78.84,9.12,110.11
Italy,1998.0,ALL,2037.36,33.93,22220.0,11.34,24.7,294.5,156.85,46.92,1.22,3674.0,315848.0,18.35,78.94,8.98,113.01
Italy,1999.0,ALL,1941.79,33.08,21990.0,10.87,24.7,321.92,159.16,47.18,1.17,3695.0,280438.0,16.61,79.34,8.86,114.75
Italy,2000.0,ALL,1851.07,31.55,21910.0,10.03,24.4,343.25,153.68,47.45,0.99,3668.0,268057.0,15.69,79.74,9.78,113.93
Italy,2001.0,ALL,1746.46,27.88,21190.0,9.0,24.1,293.97,155.24,47.73,0.91,3671.0,262861.0,14.81,80.09,9.68,113.66
Italy,2002.0,ALL,1715.61,27.21,20770.0,8.47,24.0,288.21,155.36,48.0,0.93,3661.0,253411.0,14.46,80.38,9.25,113.12
Italy,2003.0,ALL,1731.2,27.0,23410.0,8.43,24.2,308.4,152.49,48.27,1.07,3621.0,239566.0,14.45,80.17,9.3,111.69
Italy,2005.0,ALL,1594.19,24.1,32480.0,7.8,22.3,336.96,147.86,48.75,0.88,3567.0,234375.0,12.93,80.9,8.65,111.36
Italy,2006.0,ALL,1438.99,21.79,34280.0,6.8,23.0,321.63,156.45,48.95,0.86,3625.0,232168.0,12.32,81.58,8.44,110.88
Italy,2007.0,ALL,1409.19,20.37,35930.0,6.1,22.4,319.32,156.4,49.11,0.91,3618.0,228286.0,11.57,81.69,8.37,110.73
Italy,2008.0,ALL,1364.39,21.19,37980.0,6.8,22.4,308.99,155.89,49.24,0.81,3595.0,223015.0,11.48,81.9,7.96,110.59
Italy,2009.0,ALL,1317.54,25.38,37990.0,7.9,23.3,349.21,152.73,49.33,0.82,3599.0,218264.0,10.91,82.07,7.25,112.01
Italy,2010.0,ALL,1256.58,27.94,37960.0,8.5,23.1,297.95,156.51,49.36,0.73,3583.0,215980.0,10.43,82.5,6.95,111.71
Italy,2011.0,ALL,1247.22,29.24,37980.0,8.5,22.5,285.86,157.55,49.36,0.74,3575.0,208854.0,10.49,82.41,6.98,109.97
Italy,2012.0,ALL,1249.27,35.4,36220.0,10.9,22.1,261.59,157.91,49.34,0.74,3575.0,203723.0,9.89,82.39,7.48,109.11
Italy,2013.0,ALL,1169.68,40.15,35570.0,12.4,21.1,266.16,154.75,49.31,0.65,3579.0,199474.0,9.36,82.92,7.35,108.55
Lithuania,1998.0,ALL,3939.72,25.23,2860.0,13.2,28.3,146.98,75.24,53.28,8.64,3194.0,32185.0,69.65,71.44,6.35,100.76
Lithuania,2000.0,ALL,3702.8,28.56,3210.0,16.4,32.0,159.13,75.44,53.32,9.97,3160.0,30912.0,64.37,72.2,9.87,104.83
Lithuania,2002.0,ALL,3855.41,20.45,3820.0,13.8,28.25,147.14,89.97,53.55,7.17,3276.0,27892.0,69.79,71.86,11.0,108.2
Lithuania,2004.0,ALL,3656.26,20.26,6010.0,10.9,27.0,162.41,94.9,53.94,8.46,3361.0,25551.0,74.31,72.05,12.1,116.77
Lithuania,2005.0,ALL,3762.92,15.75,7560.0,8.3,24.5,189.47,100.81,54.17,9.08,3463.0,24200.0,81.48,71.27,12.42,120.0
Lithuania,2006.0,ALL,3702.67,9.97,8800.0,5.8,26.5,195.76,101.33,54.41,7.56,3466.0,23379.0,83.48,71.02,13.34,118.88
Lithuania,2008.0,ALL,3465.67,13.37,12680.0,5.8,24.2,162.34,102.63,54.9,7.34,3522.0,22958.0,76.09,71.82,13.79,127.1
Lithuania,2010.0,ALL,3347.3,35.72,12570.0,17.8,21.8,117.91,97.92,55.39,5.33,3290.0,22190.0,69.42,73.32,13.22,114.36
Lithuania,2012.0,ALL,3136.66,26.63,14100.0,13.4,20.5,147.37,92.0,55.89,4.3,3330.0,22206.0,65.89,74.16,14.97,115.45
Lithuania,2014.0,ALL,2947.74,19.25,16070.0,10.7,20.2,140.64,94.99,56.41,3.68,3387.0,21176.0,57.98,74.79,14.9,120.39
Luxembourg,2004.0,ALL,1706.29,16.85,62680.0,5.11,27.0,289.94,155.74,50.63,0.47,3489.0,2929.0,18.8,80.04,12.34,108.11
Luxembourg,2005.0,ALL,1711.64,13.68,73180.0,4.49,23.0,276.72,151.94,50.94,1.5,3502.0,2691.0,14.71,80.26,12.31,110.05
Luxembourg,2006.0,ALL,1702.49,15.98,71370.0,4.73,21.0,287.6,146.63,51.19,1.35,3505.0,2671.0,23.6,80.09,12.5,109.84
Luxembourg,2007.0,ALL,1638.1,14.82,85730.0,4.07,21.0,274.82,145.07,51.4,1.2,3501.0,2721.0,13.35,80.3,12.27,108.71
Luxembourg,2008.0,ALL,1473.97,17.75,86000.0,5.06,20.0,295.19,146.16,51.55,1.13,3511.0,2721.0,14.74,81.54,11.99,108.17
Luxembourg,2009.0,ALL,1426.84,17.09,70650.0,5.12,19.0,256.46,143.81,51.66,0.92,3511.0,2721.0,10.37,81.55,11.98,108.09
Luxembourg,2010.0,ALL,1283.21,14.17,77640.0,4.36,18.0,196.18,140.34,51.72,2.06,3526.0,2721.0,12.11,81.48,11.84,110.28
Luxembourg,2011.0,ALL,1277.2,16.74,79210.0,4.9,17.0,192.16,137.69,51.75,0.45,3533.0,2736.0,10.68,81.65,11.74,113.96
Luxembourg,2012.0,ALL,1183.69,18.61,87950.0,5.14,17.0,187.81,140.37,51.75,0.17,3541.0,2736.0,9.24,82.18,11.67,115.68
Luxembourg,2013.0,ALL,1068.79,15.4,85160.0,5.85,16.0,186.95,141.93,51.73,0.16,3539.0,2746.0,13.43,82.72,11.25,113.96
Luxembourg,2014.0,ALL,1039.5,22.2,86760.0,5.85,15.0,174.16,137.99,51.7,0.66,3495.0,2746.0,11.61,83.03,11.42,111.76
Luxembourg,2015.0,ALL,1007.34,17.26,73530.0,6.67,15.0,172.57,139.84,51.67,0.75,3467.0,2746.0,9.82,83.08,11.37,112.23
Latvia,1998.0,ALL,4295.85,26.95,2870.0,14.1,35.7,114.61,89.1,46.97,12.79,2847.0,23165.0,100.26,69.11,8.94,80.38
Latvia,1999.0,ALL,4160.86,23.57,2990.0,14.3,29.2,134.09,89.16,47.41,12.47,2839.0,21594.0,87.94,70.18,8.84,79.69
Latvia,2000.0,ALL,4120.48,21.27,3320.0,14.4,33.0,130.07,92.44,47.9,12.45,2785.0,20773.0,88.27,70.51,7.13,76.96
Latvia,2002.0,ALL,4126.67,25.29,3940.0,12.5,33.2,153.97,109.41,48.97,11.16,3005.0,18174.0,91.22,70.25,7.44,81.26
Latvia,2004.0,ALL,3996.2,21.81,5830.0,11.7,30.1,161.3,119.5,50.13,9.3,3077.0,17911.0,84.32,70.98,8.81,86.04
